Time [ISO8601],Flare Class,Peak Flux [W/m2]
"2011-12-21T04:55:00Z","C6.1",6.17437e-06
"2011-12-21T06:27:00Z","C5.2",5.23745e-06
"2011-12-21T06:59:00Z","C2.8",2.88916e-06
"2011-12-21T07:18:00Z","C2.5",2.51325e-06
"2011-12-21T07:26:00Z","C2.6",2.60586e-06
"2011-12-21T07:40:00Z","C5.6",5.64709e-06
"2011-12-21T09:09:00Z","C3.1",3.14628e-06
"2011-12-21T10:38:00Z","C3.7",3.71300e-06
"2011-12-21T11:05:00Z","C3.1",3.12341e-06
"2011-12-21T12:35:00Z","C1.8",1.88325e-06
"2011-12-21T13:07:00Z","C2.8",2.86866e-06
"2011-12-21T15:00:00Z","C1.7",1.78462e-06
"2011-12-21T15:28:00Z","C3.6",3.61281e-06
"2011-12-21T18:12:00Z","C2.7",2.78261e-06
"2011-12-21T19:06:00Z","C2.4",2.46245e-06
"2011-12-21T20:11:00Z","C2.2",2.25675e-06
"2011-12-21T22:43:00Z","C2.8",2.86364e-06
"2011-12-22T02:08:00Z","C7.8",7.85165e-06
"2011-12-22T04:26:00Z","C1.7",1.77873e-06
"2011-12-22T13:20:00Z","C2.7",2.73818e-06
"2011-12-22T14:12:00Z","C1.7",1.79963e-06
"2011-12-22T14:30:00Z","C1.7",1.79028e-06
"2011-12-22T22:01:00Z","C1.5",1.54344e-06
"2011-12-23T04:15:00Z","C2.6",2.66936e-06
"2011-12-23T10:13:00Z","C2.1",2.15076e-06
"2011-12-23T15:43:00Z","C1.0",1.04336e-06
"2011-12-23T17:27:00Z","C1.4",1.42919e-06
"2011-12-23T17:39:00Z","C1.6",1.66825e-06
"2011-12-23T19:18:00Z","C5.0",5.00200e-06
"2011-12-23T21:39:00Z","C2.4",2.40409e-06
"2011-12-24T08:39:00Z","C7.4",7.46301e-06
"2011-12-24T11:16:00Z","C1.5",1.58866e-06
"2011-12-24T11:41:00Z","C2.6",2.60339e-06
"2011-12-24T12:36:00Z","C7.1",7.12513e-06
"2011-12-24T19:19:00Z","C2.1",2.13372e-06
"2011-12-24T19:36:00Z","C2.1",2.11711e-06
"2011-12-25T04:52:00Z","C2.3",2.36612e-06
"2011-12-25T05:46:00Z","C1.3",1.34904e-06
"2011-12-25T07:43:00Z","C1.3",1.35177e-06
"2011-12-25T08:55:00Z","C7.9",7.97641e-06
"2011-12-25T11:26:00Z","M1.2",1.21670e-05
"2011-12-25T17:01:00Z","C3.1",3.17347e-06
"2011-12-25T18:16:00Z","M5.7",5.77211e-05
"2011-12-25T20:29:00Z","M1.1",1.10005e-05
"2011-12-26T00:39:00Z","C1.0",1.06803e-06
"2011-12-26T02:27:00Z","M2.1",2.18452e-05
"2011-12-26T09:48:00Z","C4.0",4.09498e-06
"2011-12-26T11:50:00Z","C8.2",8.23927e-06
"2011-12-26T16:55:00Z","C2.8",2.89051e-06
"2011-12-26T20:19:00Z","M2.9",2.92950e-05
"2011-12-26T20:30:00Z","M3.4",3.42987e-05
"2011-12-26T22:31:00Z","C2.8",2.87896e-06
"2011-12-27T00:45:00Z","C1.8",1.80181e-06
"2011-12-27T01:35:00Z","C4.9",4.90333e-06
"2011-12-27T02:45:00Z","C1.8",1.89156e-06
"2011-12-27T02:58:00Z","C1.8",1.88572e-06
"2011-12-27T03:39:00Z","C2.3",2.38939e-06
"2011-12-27T03:54:00Z","C2.1",2.18594e-06
"2011-12-27T04:22:00Z","M1.2",1.28458e-05
"2011-12-27T08:22:00Z","C5.5",5.53107e-06
"2011-12-27T09:23:00Z","C5.7",5.75377e-06
"2011-12-27T10:08:00Z","C1.4",1.49042e-06
"2011-12-27T10:58:00Z","C1.5",1.54450e-06
"2011-12-27T12:07:00Z","C8.9",8.92783e-06
"2011-12-27T12:25:00Z","C6.8",6.89029e-06
"2011-12-27T17:30:00Z","C2.1",2.14710e-06
"2011-12-27T18:36:00Z","C3.5",3.59789e-06
"2011-12-27T19:28:00Z","C1.8",1.82421e-06
"2011-12-27T19:36:00Z","C2.5",2.55728e-06
"2011-12-27T22:01:00Z","C3.9",3.90452e-06
"2011-12-27T22:26:00Z","C9.6",9.61981e-06
"2011-12-28T00:25:00Z","C3.2",3.22811e-06
"2011-12-28T02:08:00Z","C3.0",3.08406e-06
"2011-12-28T03:50:00Z","C6.4",6.48711e-06
"2011-12-28T05:28:00Z","C3.8",3.82406e-06
"2011-12-28T07:27:00Z","C1.6",1.62162e-06
"2011-12-28T07:34:00Z","C1.9",1.98302e-06
"2011-12-28T10:52:00Z","C1.3",1.36808e-06
"2011-12-28T11:53:00Z","C1.5",1.57422e-06
"2011-12-28T12:13:00Z","C1.2",1.23748e-06
"2011-12-28T13:10:00Z","C2.8",2.89207e-06
"2011-12-28T13:44:00Z","C1.9",1.91969e-06
"2011-12-28T14:25:00Z","M1.0",1.03245e-05
"2011-12-28T15:58:00Z","C1.3",1.39982e-06
"2011-12-28T16:10:00Z","C4.5",4.56639e-06
"2011-12-28T16:40:00Z","C9.2",9.29532e-06
"2011-12-28T19:26:00Z","C1.1",1.13816e-06
"2011-12-28T19:51:00Z","C1.9",1.96550e-06
"2011-12-28T20:31:00Z","C5.7",5.74461e-06
"2011-12-28T20:57:00Z","C2.6",2.67746e-06
"2011-12-28T21:07:00Z","C3.3",3.33025e-06
"2011-12-28T21:29:00Z","C8.8",8.88211e-06
"2011-12-28T22:58:00Z","C1.2",1.21746e-06
"2011-12-29T02:17:00Z","C1.6",1.61233e-06
"2011-12-29T03:19:00Z","C1.8",1.82413e-06
"2011-12-29T04:05:00Z","C4.3",4.35468e-06
"2011-12-29T05:21:00Z","C1.8",1.82244e-06
"2011-12-29T06:21:00Z","C4.2",4.29939e-06
"2011-12-29T07:18:00Z","M1.0",1.05310e-05
"2011-12-29T08:48:00Z","C7.7",7.71606e-06
"2011-12-29T09:49:00Z","C2.1",2.18787e-06
"2011-12-29T10:54:00Z","C1.2",1.26206e-06
"2011-12-29T11:41:00Z","C1.5",1.53420e-06
"2011-12-29T13:49:00Z","M2.7",2.78548e-05
"2011-12-29T16:21:00Z","C4.0",4.01570e-06
"2011-12-29T17:03:00Z","C3.0",3.02501e-06
"2011-12-29T17:32:00Z","C4.2",4.20569e-06
"2011-12-29T18:17:00Z","C2.2",2.24721e-06
"2011-12-29T19:14:00Z","C1.7",1.71228e-06
"2011-12-29T19:25:00Z","C3.3",3.35928e-06
"2011-12-29T20:32:00Z","C3.4",3.41872e-06
"2011-12-29T21:01:00Z","C3.6",3.68879e-06
"2011-12-29T21:51:00Z","M2.9",2.99510e-05
"2011-12-29T23:45:00Z","C1.4",1.45621e-06
"2011-12-30T02:14:00Z","C1.3",1.39867e-06
"2011-12-30T03:09:00Z","M1.8",1.81381e-05
"2011-12-30T03:57:00Z","C1.7",1.70119e-06
"2011-12-30T04:10:00Z","C2.2",2.29960e-06
"2011-12-30T04:19:00Z","C2.4",2.46104e-06
"2011-12-30T05:07:00Z","C2.6",2.62177e-06
"2011-12-30T08:25:00Z","C4.9",4.96597e-06
"2011-12-30T10:06:00Z","C2.4",2.40160e-06
"2011-12-30T10:32:00Z","M1.2",1.21239e-05
"2011-12-30T11:56:00Z","C1.9",1.98566e-06
"2011-12-30T12:20:00Z","C1.9",1.98839e-06
"2011-12-30T13:41:00Z","C2.6",2.66505e-06
"2011-12-30T14:55:00Z","C1.6",1.68289e-06
"2011-12-30T18:23:00Z","C2.6",2.69412e-06
"2011-12-30T20:24:00Z","C6.3",6.38035e-06
"2011-12-30T21:09:00Z","C5.6",5.68406e-06
"2011-12-30T23:33:00Z","C2.3",2.32153e-06
"2011-12-31T13:15:00Z","M3.5",3.51314e-05
"2011-12-31T15:53:00Z","C1.0",1.02033e-06
"2011-12-31T16:26:00Z","M2.2",2.26661e-05
"2011-12-31T17:33:00Z","C1.7",1.75163e-06
"2012-01-01T03:55:00Z","C1.6",1.61597e-06
"2012-01-01T04:50:00Z","C1.1",1.15668e-06
"2012-01-01T07:34:00Z","C4.6",4.69288e-06
"2012-01-01T13:26:00Z","C1.1",1.14034e-06
"2012-01-01T18:59:00Z","C1.2",1.26529e-06
"2012-01-01T23:36:00Z","C1.9",1.91087e-06
"2012-01-02T02:59:00Z","C1.0",1.08435e-06
"2012-01-02T05:19:00Z","C1.1",1.15748e-06
"2012-01-02T05:28:00Z","C2.4",2.40471e-06
"2012-01-02T07:12:00Z","C1.3",1.34858e-06
"2012-01-02T07:24:00Z","C2.1",2.14441e-06
"2012-01-02T08:02:00Z","C1.1",1.18947e-06
"2012-01-02T09:30:00Z","B8.6",8.67878e-07
"2012-01-02T11:18:00Z","C1.1",1.16520e-06
"2012-01-02T14:35:00Z","C1.0",1.04697e-06
"2012-01-02T15:23:00Z","C3.4",3.43788e-06
"2012-01-03T01:47:00Z","C1.2",1.23108e-06
"2012-01-03T03:34:00Z","B9.4",9.46220e-07
"2012-01-03T04:19:00Z","C1.1",1.13272e-06
"2012-01-03T18:29:00Z","B9.5",9.55142e-07
"2012-01-03T20:52:00Z","C1.0",1.08116e-06
"2012-01-04T02:22:00Z","B9.0",9.01718e-07
"2012-01-04T02:56:00Z","C1.2",1.22363e-06
"2012-01-04T09:02:00Z","C2.1",2.17894e-06
"2012-01-04T11:06:00Z","C1.8",1.88175e-06
"2012-01-04T19:39:00Z","B8.1",8.18166e-07
"2012-01-05T07:22:00Z","C2.7",2.78107e-06
"2012-01-05T12:29:00Z","C3.0",3.04879e-06
"2012-01-05T12:38:00Z","C3.1",3.11771e-06
"2012-01-06T06:08:00Z","C2.0",2.01312e-06
"2012-01-06T11:25:00Z","C3.1",3.17672e-06
"2012-01-06T15:24:00Z","C1.1",1.16528e-06
"2012-01-06T17:06:00Z","B9.7",9.70482e-07
"2012-01-06T17:19:00Z","C2.0",2.00486e-06
"2012-01-06T18:56:00Z","C1.1",1.14114e-06
"2012-01-06T20:30:00Z","B9.8",9.85796e-07
"2012-01-06T20:48:00Z","C1.1",1.14438e-06
"2012-01-07T00:09:00Z","C3.8",3.80764e-06
"2012-01-07T02:30:00Z","C1.6",1.62593e-06
"2012-01-07T04:53:00Z","C2.2",2.28192e-06
"2012-01-07T10:30:00Z","C1.3",1.32602e-06
"2012-01-07T10:42:00Z","C1.4",1.41349e-06
"2012-01-07T13:54:00Z","C1.8",1.81775e-06
"2012-01-07T17:34:00Z","C1.7",1.76363e-06
"2012-01-07T17:57:00Z","C1.6",1.62442e-06
"2012-01-07T19:52:00Z","C1.3",1.39765e-06
"2012-01-08T02:27:00Z","C7.0",7.08468e-06
"2012-01-08T03:25:00Z","C4.1",4.18718e-06
"2012-01-08T04:38:00Z","C1.7",1.70504e-06
"2012-01-08T06:13:00Z","C2.7",2.73262e-06
"2012-01-08T13:19:00Z","C2.6",2.60895e-06
"2012-01-08T15:00:00Z","C1.9",1.93124e-06
"2012-01-08T17:26:00Z","C2.0",2.02624e-06
"2012-01-08T19:18:00Z","C1.3",1.30697e-06
"2012-01-08T20:21:00Z","C1.0",1.07574e-06
"2012-01-09T14:56:00Z","C2.0",2.07640e-06
"2012-01-09T17:18:00Z","C1.8",1.89729e-06
"2012-01-09T18:35:00Z","C1.3",1.33777e-06
"2012-01-09T20:13:00Z","C3.8",3.81759e-06
"2012-01-10T00:18:00Z","C1.0",1.06225e-06
"2012-01-10T01:53:00Z","C1.4",1.48625e-06
"2012-01-10T04:18:00Z","C1.0",1.01178e-06
"2012-01-10T07:54:00Z","B9.3",9.32087e-07
"2012-01-10T14:19:00Z","B9.4",9.43118e-07
"2012-01-10T15:29:00Z","C1.0",1.07199e-06
"2012-01-10T17:45:00Z","C1.3",1.37217e-06
"2012-01-10T20:35:00Z","C1.0",1.06096e-06
"2012-01-10T22:42:00Z","C2.0",2.09456e-06
"2012-01-10T23:01:00Z","C2.4",2.41805e-06
"2012-01-11T00:11:00Z","C3.1",3.14553e-06
"2012-01-11T01:47:00Z","C2.3",2.38681e-06
"2012-01-11T03:04:00Z","C1.3",1.33901e-06
"2012-01-11T03:19:00Z","C1.7",1.75314e-06
"2012-01-11T04:38:00Z","C1.6",1.68993e-06
"2012-01-11T04:46:00Z","C5.3",5.35916e-06
"2012-01-11T07:26:00Z","C1.8",1.83399e-06
"2012-01-11T10:45:00Z","C1.4",1.47943e-06
"2012-01-11T11:12:00Z","C2.4",2.40371e-06
"2012-01-11T12:00:00Z","B9.3",9.30179e-07
"2012-01-11T13:11:00Z","C1.0",1.07712e-06
"2012-01-11T13:57:00Z","C1.1",1.13580e-06
"2012-01-11T20:50:00Z","C1.8",1.80128e-06
"2012-01-11T23:44:00Z","B9.0",9.07109e-07
"2012-01-12T00:58:00Z","C2.1",2.13346e-06
"2012-01-12T02:20:00Z","C1.2",1.26835e-06
"2012-01-12T04:23:00Z","C1.2",1.28590e-06
"2012-01-12T13:23:00Z","C4.7",4.75965e-06
"2012-01-13T06:05:00Z","C3.1",3.17993e-06
"2012-01-13T09:23:00Z","C1.1",1.16879e-06
"2012-01-13T17:00:00Z","C2.3",2.39490e-06
"2012-01-14T03:35:00Z","C3.1",3.10251e-06
"2012-01-14T11:21:00Z","C1.7",1.79888e-06
"2012-01-14T12:09:00Z","C5.9",5.98924e-06
"2012-01-14T13:18:00Z","M2.1",2.11404e-05
"2012-01-14T18:40:00Z","C4.1",4.13347e-06
"2012-01-14T21:16:00Z","C2.1",2.18316e-06
"2012-01-14T21:54:00Z","C3.0",3.04913e-06
"2012-01-14T23:25:00Z","C1.6",1.69964e-06
"2012-01-15T01:02:00Z","C1.6",1.64970e-06
"2012-01-15T01:14:00Z","C1.6",1.67085e-06
"2012-01-15T01:30:00Z","C2.2",2.22270e-06
"2012-01-15T02:09:00Z","C3.2",3.29555e-06
"2012-01-15T02:52:00Z","C3.0",3.04572e-06
"2012-01-15T07:01:00Z","C1.2",1.28048e-06
"2012-01-15T07:21:00Z","C1.3",1.31500e-06
"2012-01-15T11:01:00Z","C1.4",1.46671e-06
"2012-01-15T23:59:00Z","C1.6",1.61608e-06
"2012-01-16T00:18:00Z","C3.6",3.66288e-06
"2012-01-16T00:48:00Z","C5.8",5.89870e-06
"2012-01-16T08:12:00Z","C5.7",5.71221e-06
"2012-01-16T10:38:00Z","C8.0",8.00377e-06
"2012-01-16T11:08:00Z","C6.6",6.60093e-06
"2012-01-16T16:07:00Z","C4.2",4.28867e-06
"2012-01-16T23:16:00Z","C5.6",5.62026e-06
"2012-01-17T04:53:00Z","M1.5",1.54873e-05
"2012-01-17T12:50:00Z","C1.0",1.05037e-06
"2012-01-17T17:23:00Z","C1.9",1.98724e-06
"2012-01-17T18:37:00Z","C3.2",3.28165e-06
"2012-01-17T22:20:00Z","C1.1",1.14455e-06
"2012-01-17T23:57:00Z","C1.5",1.51004e-06
"2012-01-18T01:21:00Z","C1.2",1.20681e-06
"2012-01-18T08:14:00Z","C1.3",1.37630e-06
"2012-01-18T09:10:00Z","C1.2",1.21924e-06
"2012-01-18T09:54:00Z","C1.5",1.55797e-06
"2012-01-18T10:30:00Z","C3.4",3.49195e-06
"2012-01-18T17:12:00Z","C1.7",1.71762e-06
"2012-01-18T19:12:00Z","M2.4",2.49847e-05
"2012-01-18T23:04:00Z","C4.6",4.64937e-06
"2012-01-18T23:20:00Z","C7.3",7.39263e-06
"2012-01-19T03:55:00Z","C1.7",1.74649e-06
"2012-01-19T08:35:00Z","C1.6",1.61995e-06
"2012-01-19T10:26:00Z","C1.2",1.25878e-06
"2012-01-19T12:50:00Z","C4.7",4.70128e-06
"2012-01-19T16:04:00Z","M4.6",4.61676e-05
"2012-01-20T15:01:00Z","C1.2",1.29086e-06
"2012-01-20T15:57:00Z","C1.0",1.08935e-06
"2012-01-20T21:11:00Z","C1.9",1.96893e-06
"2012-01-21T04:57:00Z","C1.6",1.63369e-06
"2012-01-21T13:42:00Z","C3.4",3.44553e-06
"2012-01-21T19:36:00Z","C1.0",1.04463e-06
"2012-01-21T20:49:00Z","C1.2",1.28926e-06
"2012-01-21T21:20:00Z","C1.8",1.88676e-06
"2012-01-21T23:07:00Z","C1.1",1.15403e-06
"2012-01-21T23:31:00Z","C1.3",1.33287e-06
"2012-01-22T00:52:00Z","C1.2",1.25285e-06
"2012-01-22T02:36:00Z","C4.8",4.89184e-06
"2012-01-22T02:44:00Z","C9.6",9.61908e-06
"2012-01-22T02:57:00Z","M1.0",1.02810e-05
"2012-01-22T08:54:00Z","C3.1",3.15644e-06
"2012-01-22T09:39:00Z","C1.9",1.91446e-06
"2012-01-22T11:04:00Z","C1.8",1.88111e-06
"2012-01-22T12:55:00Z","C5.3",5.34658e-06
"2012-01-22T19:18:00Z","C1.3",1.34378e-06
"2012-01-22T19:30:00Z","C1.3",1.31618e-06
"2012-01-22T20:26:00Z","C1.3",1.38509e-06
"2012-01-22T20:53:00Z","C2.9",2.99240e-06
"2012-01-22T21:54:00Z","C1.0",1.09673e-06
"2012-01-23T01:14:00Z","C2.2",2.24324e-06
"2012-01-23T01:44:00Z","C3.6",3.61215e-06
"2012-01-23T03:14:00Z","M1.6",1.61360e-05
"2012-01-23T03:59:00Z","X1.2",0.000125667
"2012-01-23T20:11:00Z","C2.0",2.05273e-06
"2012-01-24T04:33:00Z","C1.4",1.49144e-06
"2012-01-24T09:53:00Z","C3.6",3.61675e-06
"2012-01-24T14:13:00Z","C1.1",1.16900e-06
"2012-01-24T15:08:00Z","C1.5",1.53263e-06
"2012-01-24T17:00:00Z","C1.4",1.47007e-06
"2012-01-24T17:08:00Z","C1.9",1.92247e-06
"2012-01-25T01:57:00Z","C1.3",1.34180e-06
"2012-01-25T08:58:00Z","C1.1",1.11122e-06
"2012-01-25T09:06:00Z","C1.1",1.13349e-06
"2012-01-25T19:02:00Z","C1.1",1.12882e-06
"2012-01-25T21:20:00Z","C1.2",1.28491e-06
"2012-01-26T00:05:00Z","C2.2",2.21266e-06
"2012-01-26T00:36:00Z","C8.3",8.34125e-06
"2012-01-26T01:49:00Z","M1.1",1.13794e-05
"2012-01-26T10:11:00Z","C3.8",3.89588e-06
"2012-01-26T20:26:00Z","C1.7",1.72858e-06
"2012-01-26T20:44:00Z","C4.1",4.11521e-06
"2012-01-26T22:02:00Z","C2.6",2.65309e-06
"2012-01-27T01:24:00Z","C2.4",2.49168e-06
"2012-01-27T04:06:00Z","C2.9",2.98496e-06
"2012-01-27T06:42:00Z","C7.9",7.94899e-06
"2012-01-27T09:52:00Z","C1.2",1.22212e-06
"2012-01-27T12:06:00Z","C2.0",2.06788e-06
"2012-01-27T13:05:00Z","C1.4",1.42457e-06
"2012-01-27T15:16:00Z","C1.0",1.07859e-06
"2012-01-27T15:29:00Z","C1.2",1.20178e-06
"2012-01-27T17:00:00Z","C1.2",1.22888e-06
"2012-01-27T17:51:00Z","C4.7",4.75845e-06
"2012-01-27T18:37:00Z","X2.5",0.000257315
"2012-01-28T02:19:00Z","C2.8",2.88997e-06
"2012-01-28T15:34:00Z","C1.5",1.53223e-06
"2012-01-30T00:54:00Z","B7.2",7.24509e-07
"2012-01-30T03:23:00Z","B7.1",7.18280e-07
"2012-01-30T04:40:00Z","C1.8",1.88395e-06
"2012-01-30T21:48:00Z","B6.8",6.89140e-07
"2012-01-31T06:24:00Z","B9.4",9.41703e-07
"2012-01-31T11:28:00Z","B5.7",5.70666e-07
"2012-01-31T14:15:00Z","C1.4",1.40553e-06
"2012-01-31T18:18:00Z","B4.9",4.95655e-07
"2012-02-01T00:48:00Z","B4.8",4.84438e-07
"2012-02-01T04:41:00Z","C1.4",1.42053e-06
"2012-02-01T09:05:00Z","B8.0",8.09088e-07
"2012-02-01T09:16:00Z","B8.9",8.99081e-07
"2012-02-02T03:17:00Z","B5.4",5.46936e-07
"2012-02-02T03:41:00Z","B7.4",7.48352e-07
"2012-02-02T09:07:00Z","C1.1",1.10200e-06
"2012-02-02T11:54:00Z","B6.9",6.99262e-07
"2012-02-02T18:15:00Z","C1.2",1.26241e-06
"2012-02-03T04:47:00Z","C1.0",1.04746e-06
"2012-02-03T09:02:00Z","B5.0",5.03537e-07
"2012-02-05T07:29:00Z","B4.2",4.25262e-07
"2012-02-05T12:15:00Z","B3.6",3.67554e-07
"2012-02-05T12:47:00Z","B3.3",3.37078e-07
"2012-02-05T22:31:00Z","B5.0",5.02416e-07
"2012-02-05T23:50:00Z","B5.6",5.67694e-07
"2012-02-06T01:25:00Z","B7.7",7.70626e-07
"2012-02-06T02:37:00Z","B5.0",5.00116e-07
"2012-02-06T04:51:00Z","B9.2",9.22726e-07
"2012-02-06T06:04:00Z","B6.4",6.49413e-07
"2012-02-06T07:33:00Z","C1.3",1.32635e-06
"2012-02-06T11:23:00Z","B5.3",5.39880e-07
"2012-02-06T12:21:00Z","B4.8",4.86671e-07
"2012-02-06T12:29:00Z","B5.1",5.12410e-07
"2012-02-06T13:14:00Z","B9.5",9.55950e-07
"2012-02-06T13:47:00Z","B8.9",8.96546e-07
"2012-02-06T14:47:00Z","C1.1",1.11458e-06
"2012-02-06T15:18:00Z","B7.2",7.28578e-07
"2012-02-06T16:03:00Z","B9.1",9.16238e-07
"2012-02-06T16:23:00Z","B8.8",8.80289e-07
"2012-02-06T16:54:00Z","B9.3",9.36872e-07
"2012-02-06T17:03:00Z","B8.7",8.75747e-07
"2012-02-06T17:27:00Z","C1.8",1.83377e-06
"2012-02-06T19:01:00Z","B8.5",8.50180e-07
"2012-02-06T19:08:00Z","B8.7",8.70166e-07
"2012-02-06T20:00:00Z","M1.4",1.46791e-05
"2012-02-07T00:56:00Z","B4.5",4.51273e-07
"2012-02-07T01:23:00Z","C5.1",5.13730e-06
"2012-02-07T02:37:00Z","B5.6",5.63804e-07
"2012-02-07T04:24:00Z","C2.4",2.46004e-06
"2012-02-07T06:04:00Z","B4.5",4.54055e-07
"2012-02-07T10:21:00Z","B4.9",4.96233e-07
"2012-02-07T10:39:00Z","C1.1",1.13687e-06
"2012-02-07T11:03:00Z","C7.3",7.32862e-06
"2012-02-07T12:38:00Z","B7.3",7.34246e-07
"2012-02-07T16:15:00Z","B8.0",8.06931e-07
"2012-02-07T16:28:00Z","B7.8",7.80084e-07
"2012-02-07T17:17:00Z","C1.7",1.70395e-06
"2012-02-07T17:34:00Z","C9.7",9.72874e-06
"2012-02-08T04:17:00Z","C3.6",3.64669e-06
"2012-02-08T07:14:00Z","C1.1",1.15590e-06
"2012-02-08T12:58:00Z","B9.6",9.62096e-07
"2012-02-08T16:47:00Z","B6.9",6.91897e-07
"2012-02-08T20:23:00Z","B5.4",5.48881e-07
"2012-02-08T20:35:00Z","B6.8",6.88964e-07
"2012-02-08T21:59:00Z","C3.9",3.98853e-06
"2012-02-08T22:17:00Z","C4.1",4.15555e-06
"2012-02-08T22:43:00Z","C1.9",1.95724e-06
"2012-02-09T03:06:00Z","B6.5",6.55128e-07
"2012-02-09T05:09:00Z","C1.3",1.31882e-06
"2012-02-09T06:18:00Z","B8.2",8.23451e-07
"2012-02-09T09:33:00Z","C1.6",1.62613e-06
"2012-02-09T12:16:00Z","C1.4",1.40642e-06
"2012-02-09T15:14:00Z","B9.3",9.30388e-07
"2012-02-09T15:33:00Z","B9.6",9.62184e-07
"2012-02-09T22:07:00Z","C1.0",1.06237e-06
"2012-02-10T00:27:00Z","C1.0",1.09209e-06
"2012-02-10T01:16:00Z","B8.6",8.65980e-07
"2012-02-10T02:56:00Z","B6.9",6.98176e-07
"2012-02-10T07:06:00Z","B7.1",7.19849e-07
"2012-02-10T12:12:00Z","C1.5",1.55368e-06
"2012-02-10T15:36:00Z","C1.5",1.58449e-06
"2012-02-10T18:31:00Z","C1.4",1.40120e-06
"2012-02-10T21:04:00Z","C1.2",1.22715e-06
"2012-02-10T23:26:00Z","C1.1",1.19549e-06
"2012-02-10T23:52:00Z","C1.0",1.06675e-06
"2012-02-11T00:36:00Z","C1.2",1.28242e-06
"2012-02-11T01:11:00Z","B7.2",7.23864e-07
"2012-02-11T08:20:00Z","C1.1",1.19118e-06
"2012-02-11T08:55:00Z","C2.1",2.11469e-06
"2012-02-11T10:04:00Z","M1.1",1.14118e-05
"2012-02-11T10:44:00Z","C2.1",2.14148e-06
"2012-02-11T12:14:00Z","C1.0",1.01178e-06
"2012-02-11T15:16:00Z","B7.1",7.15083e-07
"2012-02-11T15:26:00Z","B8.4",8.43170e-07
"2012-02-11T16:05:00Z","C3.8",3.87708e-06
"2012-02-11T18:06:00Z","B5.8",5.88103e-07
"2012-02-11T18:15:00Z","B5.6",5.62666e-07
"2012-02-11T18:27:00Z","B7.4",7.47731e-07
"2012-02-11T18:54:00Z","M1.1",1.11839e-05
"2012-02-11T19:12:00Z","C7.6",7.64307e-06
"2012-02-11T20:44:00Z","C3.9",3.93678e-06
"2012-02-11T22:58:00Z","B5.6",5.60720e-07
"2012-02-11T23:33:00Z","C3.9",3.97389e-06
"2012-02-12T04:46:00Z","C1.8",1.89859e-06
"2012-02-12T07:01:00Z","C2.3",2.39706e-06
"2012-02-12T07:38:00Z","C1.3",1.37428e-06
"2012-02-12T08:17:00Z","B7.5",7.50305e-07
"2012-02-12T10:39:00Z","B5.0",5.02298e-07
"2012-02-12T12:32:00Z","B6.6",6.60866e-07
"2012-02-12T13:23:00Z","B6.1",6.18969e-07
"2012-02-12T13:43:00Z","B7.2",7.23181e-07
"2012-02-12T14:43:00Z","C5.6",5.65375e-06
"2012-02-12T16:22:00Z","B7.7",7.75093e-07
"2012-02-12T18:55:00Z","B6.7",6.75168e-07
"2012-02-12T22:07:00Z","B9.6",9.64963e-07
"2012-02-12T23:05:00Z","B4.7",4.70373e-07
"2012-02-12T23:46:00Z","B6.3",6.34153e-07
"2012-02-13T00:21:00Z","B5.1",5.19927e-07
"2012-02-13T18:23:00Z","B5.6",5.60548e-07
"2012-02-13T18:39:00Z","B5.4",5.47310e-07
"2012-02-13T18:55:00Z","B7.8",7.81029e-07
"2012-02-14T10:23:00Z","B3.8",3.83379e-07
"2012-02-14T11:38:00Z","B4.3",4.32751e-07
"2012-02-14T18:57:00Z","B4.8",4.84736e-07
"2012-02-14T23:24:00Z","B7.5",7.50782e-07
"2012-02-15T01:26:00Z","B4.5",4.50544e-07
"2012-02-15T07:45:00Z","B5.5",5.57132e-07
"2012-02-17T03:58:00Z","B3.7",3.70464e-07
"2012-02-17T09:15:00Z","B3.6",3.69560e-07
"2012-02-18T05:12:00Z","B5.5",5.57498e-07
"2012-02-18T13:16:00Z","B5.2",5.22683e-07
"2012-02-19T03:04:00Z","B4.3",4.38181e-07
"2012-02-19T03:13:00Z","B5.6",5.61989e-07
"2012-02-19T08:51:00Z","C1.4",1.48332e-06
"2012-02-19T18:21:00Z","B4.3",4.36494e-07
"2012-02-19T19:00:00Z","B4.9",4.99146e-07
"2012-02-19T19:49:00Z","B5.1",5.17605e-07
"2012-02-19T20:09:00Z","B6.2",6.24802e-07
"2012-02-20T01:49:00Z","C1.0",1.01347e-06
"2012-02-20T02:16:00Z","B7.4",7.41327e-07
"2012-02-20T03:45:00Z","C1.6",1.69294e-06
"2012-02-20T05:09:00Z","C5.8",5.87251e-06
"2012-02-20T08:16:00Z","B7.4",7.47037e-07
"2012-02-20T09:43:00Z","B5.2",5.22001e-07
"2012-02-20T11:13:00Z","B6.0",6.04008e-07
"2012-02-20T11:27:00Z","C1.6",1.69715e-06
"2012-02-20T23:53:00Z","C1.3",1.32586e-06
"2012-02-21T11:13:00Z","B4.8",4.80422e-07
"2012-02-21T11:48:00Z","C1.4",1.47106e-06
"2012-02-21T19:37:00Z","B7.0",7.04194e-07
"2012-02-21T20:41:00Z","B6.3",6.36450e-07
"2012-02-22T02:25:00Z","B4.9",4.94581e-07
"2012-02-22T06:41:00Z","B5.3",5.30335e-07
"2012-02-22T23:00:00Z","B4.2",4.24955e-07
