Time [ISO8601],Flare Class,Peak Flux [W/m2]
"2017-03-31T21:12:00Z","B5.2",5.29366e-07
"2017-03-31T23:01:00Z","C1.6",1.66074e-06
"2017-04-01T01:09:00Z","B4.1",4.15675e-07
"2017-04-01T01:27:00Z","B4.8",4.86793e-07
"2017-04-01T01:46:00Z","B6.6",6.63275e-07
"2017-04-01T03:51:00Z","B6.8",6.80423e-07
"2017-04-01T04:15:00Z","B8.6",8.61075e-07
"2017-04-01T10:20:00Z","B8.4",8.45808e-07
"2017-04-01T10:36:00Z","C1.3",1.34697e-06
"2017-04-01T15:02:00Z","B4.5",4.53051e-07
"2017-04-01T15:49:00Z","C1.1",1.11557e-06
"2017-04-01T18:10:00Z","C1.0",1.02057e-06
"2017-04-01T19:56:00Z","C5.3",5.34804e-06
"2017-04-01T20:59:00Z","B9.5",9.53321e-07
"2017-04-01T21:48:00Z","M6.3",6.33674e-05
"2017-04-01T23:03:00Z","C7.2",7.25740e-06
"2017-04-01T23:54:00Z","C1.2",1.23735e-06
"2017-04-02T00:29:00Z","B7.1",7.13770e-07
"2017-04-02T02:10:00Z","C1.4",1.46752e-06
"2017-04-02T02:27:00Z","B7.4",7.48421e-07
"2017-04-02T02:46:00Z","M1.1",1.14041e-05
"2017-04-02T02:58:00Z","C2.2",2.22880e-06
"2017-04-02T04:58:00Z","C1.6",1.69490e-06
"2017-04-02T07:38:00Z","C1.6",1.61327e-06
"2017-04-02T08:02:00Z","M7.7",7.73024e-05
"2017-04-02T10:46:00Z","C1.5",1.58004e-06
"2017-04-02T11:03:00Z","C2.5",2.51691e-06
"2017-04-02T13:00:00Z","M3.3",3.39840e-05
"2017-04-02T16:27:00Z","C4.3",4.38985e-06
"2017-04-02T18:38:00Z","M3.0",3.07871e-05
"2017-04-02T18:52:00Z","M2.9",2.97449e-05
"2017-04-02T20:33:00Z","M8.2",8.22167e-05
"2017-04-02T21:10:00Z","C6.6",6.69889e-06
"2017-04-03T01:05:00Z","M1.8",1.80935e-05
"2017-04-03T02:49:00Z","C2.7",2.73275e-06
"2017-04-03T04:26:00Z","C3.2",3.29908e-06
"2017-04-03T05:03:00Z","C6.8",6.89979e-06
"2017-04-03T05:27:00Z","C8.2",8.20938e-06
"2017-04-03T06:21:00Z","C4.0",4.03933e-06
"2017-04-03T06:52:00Z","C7.1",7.14272e-06
"2017-04-03T08:14:00Z","C5.3",5.39851e-06
"2017-04-03T10:06:00Z","C2.4",2.40971e-06
"2017-04-03T10:18:00Z","C3.0",3.05834e-06
"2017-04-03T11:13:00Z","C5.5",5.57682e-06
"2017-04-03T11:43:00Z","C3.7",3.72865e-06
"2017-04-03T12:08:00Z","C2.9",2.91051e-06
"2017-04-03T12:20:00Z","C3.6",3.69413e-06
"2017-04-03T13:06:00Z","C4.9",4.93455e-06
"2017-04-03T13:24:00Z","M1.0",1.04872e-05
"2017-04-03T14:28:00Z","M8.3",8.35417e-05
"2017-04-03T19:10:00Z","C3.7",3.70866e-06
"2017-04-03T20:13:00Z","C7.1",7.16440e-06
"2017-04-03T21:19:00Z","C2.4",2.46754e-06
"2017-04-03T22:07:00Z","C2.0",2.08916e-06
"2017-04-03T22:15:00Z","C2.4",2.44319e-06
"2017-04-03T22:57:00Z","C2.9",2.93974e-06
"2017-04-03T23:52:00Z","C2.4",2.43047e-06
"2017-04-04T00:39:00Z","C1.9",1.96950e-06
"2017-04-04T01:32:00Z","C2.7",2.78556e-06
"2017-04-04T03:31:00Z","C2.7",2.76867e-06
"2017-04-04T06:16:00Z","C1.6",1.60910e-06
"2017-04-04T06:33:00Z","C1.4",1.42326e-06
"2017-04-04T07:12:00Z","C5.3",5.37616e-06
"2017-04-04T09:50:00Z","C3.2",3.29214e-06
"2017-04-04T11:39:00Z","C1.2",1.28842e-06
"2017-04-04T11:48:00Z","C1.3",1.37861e-06
"2017-04-04T12:16:00Z","C2.7",2.71533e-06
"2017-04-04T13:41:00Z","C3.3",3.31945e-06
"2017-04-04T15:04:00Z","C1.0",1.02250e-06
"2017-04-04T16:17:00Z","C1.4",1.45492e-06
"2017-04-04T16:27:00Z","C1.2",1.25481e-06
"2017-04-04T17:01:00Z","C2.7",2.72961e-06
"2017-04-04T17:46:00Z","C1.0",1.01342e-06
"2017-04-04T19:25:00Z","C1.5",1.55011e-06
"2017-04-04T19:45:00Z","C1.3",1.30753e-06
"2017-04-04T21:36:00Z","C2.9",2.96145e-06
"2017-04-04T21:48:00Z","C1.3",1.36668e-06
"2017-04-04T22:25:00Z","C1.7",1.75251e-06
"2017-04-04T23:42:00Z","C7.0",7.01846e-06
"2017-04-05T01:21:00Z","B7.7",7.72682e-07
"2017-04-05T02:31:00Z","B6.8",6.81829e-07
"2017-04-05T02:50:00Z","C1.3",1.35940e-06
"2017-04-05T03:22:00Z","B7.1",7.14533e-07
"2017-04-05T04:55:00Z","C1.6",1.63012e-06
"2017-04-05T12:29:00Z","B5.7",5.76189e-07
"2017-04-05T15:55:00Z","B8.0",8.00576e-07
"2017-04-05T17:40:00Z","C1.2",1.26559e-06
"2017-04-05T22:29:00Z","B5.3",5.31545e-07
"2017-04-05T23:42:00Z","B5.7",5.75410e-07
"2017-04-06T07:32:00Z","C1.1",1.15958e-06
"2017-04-06T10:26:00Z","C1.5",1.54384e-06
"2017-04-06T11:20:00Z","B4.9",4.97192e-07
"2017-04-06T12:10:00Z","C7.9",7.94948e-06
"2017-04-06T17:27:00Z","B7.3",7.37935e-07
"2017-04-06T21:16:00Z","B6.3",6.36569e-07
"2017-04-06T23:04:00Z","B6.2",6.27965e-07
"2017-04-07T00:25:00Z","C3.9",3.90214e-06
"2017-04-07T03:47:00Z","B2.6",2.66392e-07
"2017-04-07T03:59:00Z","B3.0",3.09388e-07
"2017-04-07T15:25:00Z","B1.1",1.19223e-07
"2017-04-07T17:19:00Z","B3.3",3.34915e-07
"2017-04-07T17:54:00Z","B2.6",2.66232e-07
"2017-04-07T19:49:00Z","C6.1",6.13316e-06
"2017-04-08T00:47:00Z","B5.2",5.28120e-07
"2017-04-08T01:47:00Z","B3.8",3.89128e-07
"2017-04-08T03:09:00Z","C1.5",1.53415e-06
"2017-04-08T11:56:00Z","B1.9",1.96926e-07
"2017-04-08T13:28:00Z","B4.1",4.14240e-07
"2017-04-08T14:17:00Z","B4.3",4.32474e-07
"2017-04-08T15:10:00Z","B4.6",4.66995e-07
"2017-04-08T17:14:00Z","B3.9",3.94059e-07
"2017-04-08T19:13:00Z","B2.7",2.76220e-07
"2017-04-08T19:29:00Z","B6.5",6.58807e-07
"2017-04-09T00:00:00Z","B2.5",2.52306e-07
"2017-04-09T00:16:00Z","B2.8",2.83323e-07
"2017-04-09T03:03:00Z","B1.3",1.38361e-07
"2017-04-09T05:44:00Z","B1.5",1.53649e-07
"2017-04-09T06:02:00Z","B1.2",1.23566e-07
"2017-04-09T08:08:00Z","B1.7",1.70334e-07
"2017-04-09T17:26:00Z","B2.1",2.12335e-07
"2017-04-09T23:01:00Z","B1.0",1.05267e-07
"2017-04-10T04:36:00Z","B3.4",3.46621e-07
"2017-04-10T05:40:00Z","B1.0",1.05951e-07
"2017-04-10T05:49:00Z","B1.2",1.25348e-07
"2017-04-10T18:23:00Z","B6.3",6.38103e-07
"2017-04-10T21:22:00Z","B1.7",1.79968e-07
"2017-04-11T00:25:00Z","B1.0",1.05068e-07
"2017-04-11T03:00:00Z","B5.0",5.08549e-07
"2017-04-11T03:54:00Z","B1.2",1.23367e-07
"2017-04-11T04:00:00Z","B1.4",1.41302e-07
"2017-04-11T11:04:00Z","B1.2",1.24993e-07
"2017-04-11T11:11:00Z","B1.4",1.46597e-07
"2017-04-11T18:50:00Z","B1.1",1.12855e-07
"2017-04-11T19:45:00Z","B1.5",1.59744e-07
"2017-04-12T00:11:00Z","B1.3",1.36885e-07
"2017-04-12T00:36:00Z","A9.3",9.34830e-08
"2017-04-12T14:32:00Z","B2.4",2.49918e-07
"2017-04-14T16:21:00Z","B1.2",1.22483e-07
"2017-04-16T14:10:00Z","B1.1",1.17083e-07
"2017-04-16T15:08:00Z","B1.1",1.17213e-07
"2017-04-16T17:29:00Z","B1.1",1.15136e-07
"2017-04-16T18:49:00Z","B1.8",1.85195e-07
"2017-04-16T21:23:00Z","B2.0",2.05267e-07
"2017-04-16T21:58:00Z","B3.2",3.28751e-07
"2017-04-17T01:39:00Z","B4.6",4.68561e-07
"2017-04-17T02:47:00Z","C2.9",2.91689e-06
"2017-04-17T05:58:00Z","B5.3",5.31036e-07
"2017-04-17T07:21:00Z","B9.7",9.75528e-07
"2017-04-17T14:46:00Z","B4.7",4.73155e-07
"2017-04-17T16:30:00Z","B4.0",4.09045e-07
"2017-04-17T18:53:00Z","B7.7",7.76448e-07
"2017-04-17T21:42:00Z","C1.0",1.03029e-06
"2017-04-17T23:44:00Z","B2.7",2.76281e-07
"2017-04-18T00:10:00Z","B2.6",2.67157e-07
"2017-04-18T00:29:00Z","B3.4",3.41447e-07
"2017-04-18T02:22:00Z","B1.9",1.98374e-07
"2017-04-18T03:17:00Z","B1.2",1.25041e-07
"2017-04-18T04:03:00Z","B1.8",1.85786e-07
"2017-04-18T05:11:00Z","B1.4",1.48280e-07
"2017-04-18T05:37:00Z","B7.5",7.56552e-07
"2017-04-18T05:54:00Z","B2.9",2.91815e-07
"2017-04-18T06:40:00Z","B9.4",9.40448e-07
"2017-04-18T07:14:00Z","B3.8",3.85904e-07
"2017-04-18T09:41:00Z","C4.7",4.79551e-06
"2017-04-18T12:45:00Z","B1.7",1.79167e-07
"2017-04-18T20:10:00Z","C7.9",7.93835e-06
"2017-04-19T10:05:00Z","B7.3",7.32451e-07
"2017-04-19T12:34:00Z","B3.6",3.60039e-07
"2017-04-19T16:36:00Z","B9.9",9.90113e-07
"2017-04-19T17:56:00Z","B2.1",2.12827e-07
"2017-04-20T06:55:00Z","C1.1",1.10597e-06
"2017-04-20T08:47:00Z","B2.5",2.56436e-07
"2017-04-20T10:49:00Z","B3.3",3.31599e-07
"2017-04-20T21:23:00Z","B4.8",4.86144e-07
"2017-04-21T03:02:00Z","B3.0",3.04153e-07
"2017-04-21T04:01:00Z","B2.0",2.03185e-07
"2017-04-21T04:10:00Z","B2.2",2.25896e-07
"2017-04-21T04:58:00Z","B1.8",1.82031e-07
"2017-04-21T06:30:00Z","B1.7",1.73621e-07
"2017-04-21T06:49:00Z","B1.8",1.88001e-07
"2017-04-21T10:07:00Z","B1.8",1.84497e-07
"2017-04-21T11:55:00Z","B2.0",2.07987e-07
"2017-04-21T12:16:00Z","B8.3",8.38191e-07
"2017-04-21T17:10:00Z","B2.3",2.36927e-07
"2017-04-21T17:30:00Z","B5.4",5.48348e-07
"2017-04-21T19:40:00Z","B5.4",5.49045e-07
"2017-04-21T22:07:00Z","B2.6",2.66387e-07
"2017-04-22T00:34:00Z","C1.3",1.32962e-06
"2017-04-22T05:10:00Z","B2.0",2.02056e-07
"2017-04-22T09:36:00Z","B1.5",1.53882e-07
"2017-04-22T10:10:00Z","B2.1",2.15202e-07
"2017-04-22T12:13:00Z","B2.4",2.41158e-07
"2017-04-22T14:58:00Z","B2.5",2.55434e-07
"2017-04-22T18:11:00Z","B1.8",1.80681e-07
"2017-04-22T18:23:00Z","B1.8",1.81979e-07
"2017-04-23T01:11:00Z","B1.5",1.54215e-07
"2017-04-23T02:04:00Z","B2.6",2.66153e-07
"2017-04-23T03:06:00Z","B4.9",4.91431e-07
"2017-04-23T05:48:00Z","B2.0",2.03989e-07
"2017-04-23T08:40:00Z","B1.2",1.26771e-07
"2017-04-23T13:01:00Z","B1.7",1.75667e-07
"2017-04-23T15:58:00Z","B2.3",2.39808e-07
"2017-04-24T00:37:00Z","B1.9",1.99006e-07
"2017-04-24T01:30:00Z","B2.9",2.96988e-07
"2017-04-24T20:09:00Z","B1.5",1.54548e-07
"2017-04-24T21:36:00Z","B2.7",2.78819e-07
"2017-04-24T22:19:00Z","B3.3",3.32678e-07
"2017-04-25T00:23:00Z","B1.4",1.46393e-07
"2017-04-25T01:24:00Z","B1.1",1.18621e-07
"2017-04-25T07:02:00Z","B1.4",1.46852e-07
"2017-04-25T20:25:00Z","B9.9",9.90083e-07
"2017-04-26T02:32:00Z","B1.5",1.52960e-07
"2017-04-26T09:47:00Z","B1.6",1.69442e-07
"2017-04-26T12:30:00Z","B3.6",3.68003e-07
"2017-04-26T15:37:00Z","B4.4",4.40290e-07
"2017-04-26T17:49:00Z","B6.6",6.62168e-07
"2017-04-27T06:33:00Z","B1.6",1.67841e-07
"2017-04-27T06:56:00Z","B1.7",1.73802e-07
"2017-04-28T17:12:00Z","B1.4",1.47796e-07
"2017-04-28T21:37:00Z","B1.9",1.94127e-07
"2017-04-30T00:57:00Z","B3.9",3.93380e-07
"2017-04-30T01:47:00Z","B3.5",3.55615e-07
"2017-04-30T18:32:00Z","B2.3",2.33342e-07
"2017-04-30T23:48:00Z","B1.0",1.09771e-07
"2017-05-01T04:01:00Z","C1.3",1.38258e-06
"2017-05-01T09:11:00Z","B1.6",1.60255e-07
"2017-05-01T13:03:00Z","B3.7",3.76825e-07
"2017-05-02T18:32:00Z","B1.1",1.18942e-07
"2017-05-02T18:55:00Z","B1.2",1.26210e-07
"2017-05-02T19:36:00Z","B1.4",1.40875e-07
"2017-05-02T20:24:00Z","B1.3",1.30151e-07
"2017-05-02T21:43:00Z","B1.5",1.54631e-07
"2017-05-03T03:24:00Z","B1.1",1.15654e-07
"2017-05-04T00:43:00Z","B1.3",1.38712e-07
"2017-05-05T03:38:00Z","B1.7",1.73833e-07
"2017-05-05T04:31:00Z","B4.5",4.57140e-07
"2017-05-05T06:14:00Z","B1.7",1.76299e-07
"2017-05-05T08:11:00Z","B1.3",1.35289e-07
"2017-05-05T08:46:00Z","B1.9",1.91012e-07
"2017-05-05T09:41:00Z","B1.0",1.03883e-07
"2017-05-05T09:52:00Z","B1.0",1.05440e-07
"2017-05-05T10:33:00Z","B5.6",5.63039e-07
"2017-05-05T12:06:00Z","B1.2",1.26464e-07
"2017-05-05T12:29:00Z","B4.3",4.38971e-07
"2017-05-05T14:28:00Z","B2.0",2.00438e-07
"2017-05-05T15:35:00Z","B3.6",3.63180e-07
"2017-05-05T22:57:00Z","B4.2",4.26253e-07
"2017-05-06T00:23:00Z","B1.0",1.00304e-07
"2017-05-06T00:32:00Z","B1.0",1.08272e-07
"2017-05-06T01:09:00Z","B4.0",4.05469e-07
"2017-05-06T11:14:00Z","B1.1",1.11724e-07
"2017-05-06T20:09:00Z","B4.6",4.67447e-07
"2017-05-16T04:16:00Z","B2.7",2.75513e-07
"2017-05-16T18:09:00Z","B1.3",1.34258e-07
"2017-05-21T07:44:00Z","B1.6",1.67405e-07
"2017-05-22T21:39:00Z","B1.4",1.47546e-07
"2017-05-22T22:05:00Z","B1.8",1.80679e-07
"2017-05-23T02:48:00Z","B1.2",1.25819e-07
"2017-05-23T03:14:00Z","B1.4",1.45935e-07
"2017-05-23T09:20:00Z","B1.3",1.35669e-07
"2017-05-23T14:21:00Z","B5.9",5.93411e-07
"2017-05-23T17:07:00Z","B1.3",1.35669e-07
"2017-05-23T17:13:00Z","B1.4",1.43858e-07
"2017-05-23T17:26:00Z","B2.0",2.00182e-07
"2017-05-24T00:26:00Z","B1.5",1.50124e-07
"2017-05-24T02:37:00Z","B1.3",1.37843e-07
"2017-05-24T05:43:00Z","B1.7",1.79324e-07
"2017-05-24T10:40:00Z","B1.1",1.11061e-07
"2017-05-24T13:44:00Z","B5.0",5.02213e-07
"2017-05-24T15:17:00Z","B1.3",1.35459e-07
"2017-05-24T15:30:00Z","B1.2",1.28192e-07
"2017-05-25T12:55:00Z","B2.3",2.33219e-07
"2017-05-25T13:26:00Z","B2.8",2.82665e-07
"2017-05-25T15:27:00Z","B2.7",2.73710e-07
"2017-05-25T17:30:00Z","B1.6",1.61594e-07
"2017-05-25T21:17:00Z","B6.7",6.73038e-07
"2017-05-25T22:29:00Z","B2.1",2.17295e-07
"2017-05-25T22:41:00Z","B2.9",2.93177e-07
"2017-05-26T01:30:00Z","B2.1",2.16511e-07
"2017-05-26T06:10:00Z","B1.5",1.51362e-07
"2017-05-26T07:36:00Z","B1.8",1.85883e-07
"2017-05-26T13:41:00Z","B2.0",2.04312e-07
"2017-05-26T17:36:00Z","B2.1",2.15732e-07
"2017-05-26T19:54:00Z","B2.7",2.73224e-07
"2017-05-26T21:23:00Z","B3.8",3.80045e-07
"2017-05-26T23:54:00Z","B2.4",2.43764e-07
"2017-05-27T06:24:00Z","B3.0",3.04257e-07
"2017-05-27T07:55:00Z","B1.7",1.71234e-07
"2017-05-27T08:51:00Z","B2.7",2.74927e-07
"2017-05-27T10:37:00Z","B4.1",4.12103e-07
"2017-05-27T18:30:00Z","C1.2",1.28798e-06
"2017-05-27T20:50:00Z","B9.1",9.11231e-07
"2017-05-27T21:24:00Z","B5.9",5.98478e-07
"2017-05-27T22:11:00Z","C0.9",9.99424e-07
"2017-05-28T01:00:00Z","B5.0",5.07922e-07
"2017-05-28T02:17:00Z","B3.6",3.67039e-07
"2017-05-28T02:46:00Z","B3.3",3.34382e-07
"2017-05-28T04:32:00Z","B2.0",2.02194e-07
"2017-05-28T06:39:00Z","B9.2",9.29287e-07
"2017-05-28T08:49:00Z","B1.9",1.96427e-07
"2017-05-28T10:51:00Z","C1.1",1.10488e-06
"2017-05-28T11:47:00Z","B9.0",9.01384e-07
"2017-05-28T13:23:00Z","B5.2",5.25805e-07
"2017-05-28T15:52:00Z","B3.9",3.92631e-07
"2017-05-28T18:59:00Z","B3.4",3.49047e-07
"2017-05-28T19:28:00Z","C4.8",4.80201e-06
"2017-05-28T22:39:00Z","B2.5",2.54006e-07
"2017-05-28T23:13:00Z","C1.5",1.50364e-06
"2017-05-29T00:50:00Z","B7.9",7.90829e-07
"2017-05-29T01:53:00Z","B5.5",5.57747e-07
"2017-05-29T04:11:00Z","B5.0",5.01423e-07
"2017-05-29T08:02:00Z","B2.2",2.29187e-07
"2017-05-29T09:34:00Z","B2.9",2.96633e-07
"2017-05-29T11:41:00Z","B2.9",2.92415e-07
"2017-05-29T14:48:00Z","B9.3",9.37349e-07
"2017-05-29T16:58:00Z","B2.0",2.01635e-07
"2017-05-29T18:24:00Z","B3.6",3.67362e-07
"2017-05-29T23:10:00Z","B2.3",2.39530e-07
"2017-05-30T04:07:00Z","B3.8",3.86023e-07
"2017-05-30T06:38:00Z","B1.7",1.73489e-07
"2017-05-30T10:15:00Z","B2.1",2.12293e-07
"2017-05-30T18:44:00Z","B5.8",5.84627e-07
"2017-05-30T19:37:00Z","B2.1",2.13590e-07
"2017-05-30T19:47:00Z","B9.4",9.47799e-07
"2017-05-31T02:16:00Z","B8.6",8.61720e-07
"2017-05-31T09:26:00Z","B5.9",5.99049e-07
"2017-05-31T11:13:00Z","B2.6",2.68620e-07
"2017-05-31T11:40:00Z","B8.8",8.86473e-07
"2017-05-31T14:45:00Z","B3.1",3.13657e-07
"2017-05-31T15:56:00Z","B3.9",3.94518e-07
"2017-05-31T17:31:00Z","B4.0",4.03862e-07
"2017-05-31T17:54:00Z","B5.4",5.45320e-07
"2017-05-31T18:18:00Z","B4.6",4.68232e-07
"2017-05-31T18:48:00Z","C1.9",1.93849e-06
"2017-05-31T21:06:00Z","C1.9",1.94368e-06
"2017-05-31T22:42:00Z","C1.3",1.31504e-06
"2017-05-31T23:15:00Z","C2.9",2.95063e-06
"2017-06-01T01:27:00Z","B9.9",9.94370e-07
"2017-06-01T01:43:00Z","C9.4",9.47221e-06
"2017-06-01T02:44:00Z","B5.7",5.75315e-07
"2017-06-01T03:09:00Z","B4.2",4.20940e-07
"2017-06-01T07:04:00Z","B6.9",6.95490e-07
"2017-06-01T07:48:00Z","C1.9",1.92281e-06
"2017-06-01T09:25:00Z","C3.6",3.60538e-06
"2017-06-01T11:38:00Z","B8.3",8.38117e-07
"2017-06-01T14:06:00Z","B5.7",5.77630e-07
"2017-06-01T15:48:00Z","B6.2",6.25540e-07
"2017-06-01T17:38:00Z","C1.4",1.40825e-06
"2017-06-01T18:09:00Z","C2.0",2.09593e-06
"2017-06-01T20:28:00Z","C1.5",1.52620e-06
"2017-06-01T21:42:00Z","C1.1",1.14673e-06
"2017-06-01T22:01:00Z","C1.9",1.98497e-06
"2017-06-01T22:15:00Z","C3.4",3.49377e-06
"2017-06-01T22:35:00Z","C3.6",3.62511e-06
"2017-06-01T22:47:00Z","C3.7",3.74669e-06
"2017-06-01T22:54:00Z","C3.9",3.99885e-06
"2017-06-02T00:17:00Z","C1.5",1.50584e-06
"2017-06-02T01:33:00Z","C1.1",1.18295e-06
"2017-06-02T01:48:00Z","C1.6",1.64418e-06
"2017-06-02T03:03:00Z","B8.0",8.09608e-07
"2017-06-02T04:05:00Z","B5.3",5.31981e-07
"2017-06-02T05:55:00Z","C1.1",1.16188e-06
"2017-06-02T07:19:00Z","B4.0",4.02640e-07
"2017-06-02T07:59:00Z","B4.3",4.34518e-07
"2017-06-02T08:52:00Z","B3.9",3.96233e-07
"2017-06-02T09:53:00Z","B6.2",6.28147e-07
"2017-06-02T10:13:00Z","B5.4",5.41845e-07
"2017-06-02T11:27:00Z","B6.5",6.56439e-07
"2017-06-02T12:23:00Z","C1.7",1.71881e-06
"2017-06-02T13:44:00Z","B5.1",5.15889e-07
"2017-06-02T13:57:00Z","B5.9",5.92575e-07
"2017-06-02T14:52:00Z","C1.1",1.12247e-06
"2017-06-02T15:31:00Z","B5.7",5.72879e-07
"2017-06-02T17:57:00Z","M1.1",1.15646e-05
"2017-06-02T19:56:00Z","B9.5",9.52204e-07
"2017-06-02T22:06:00Z","B2.7",2.73203e-07
"2017-06-03T01:26:00Z","B2.7",2.78515e-07
"2017-06-03T04:11:00Z","B1.6",1.63791e-07
"2017-06-03T07:45:00Z","B1.2",1.28491e-07
"2017-06-03T09:43:00Z","B2.4",2.46589e-07
"2017-06-03T09:57:00Z","C3.0",3.03812e-06
"2017-06-03T14:56:00Z","C3.6",3.66405e-06
"2017-06-03T17:57:00Z","B3.9",3.96864e-07
"2017-06-03T19:34:00Z","C3.6",3.60218e-06
"2017-06-03T21:43:00Z","B2.2",2.27382e-07
"2017-06-03T21:59:00Z","B2.3",2.33901e-07
"2017-06-03T23:51:00Z","B8.8",8.84840e-07
"2017-06-04T00:37:00Z","B2.1",2.18717e-07
"2017-06-04T01:09:00Z","B2.7",2.79803e-07
"2017-06-04T02:20:00Z","B1.9",1.98173e-07
"2017-06-04T02:49:00Z","B5.7",5.76758e-07
"2017-06-04T04:33:00Z","B1.2",1.28767e-07
"2017-06-04T04:45:00Z","B1.3",1.38864e-07
"2017-06-04T06:32:00Z","B2.2",2.25945e-07
"2017-06-04T07:22:00Z","B1.4",1.40309e-07
"2017-06-04T16:31:00Z","B1.1",1.19138e-07
"2017-06-04T19:04:00Z","B1.9",1.91943e-07
"2017-06-04T21:05:00Z","B1.2",1.25108e-07
"2017-06-05T05:31:00Z","C3.8",3.83300e-06
"2017-06-05T07:15:00Z","C1.1",1.12297e-06
"2017-06-05T07:59:00Z","B8.0",8.05786e-07
"2017-06-05T08:49:00Z","B2.6",2.61885e-07
"2017-06-05T09:43:00Z","B4.1",4.17100e-07
"2017-06-05T09:55:00Z","C1.7",1.77549e-06
"2017-06-05T11:37:00Z","B4.8",4.87310e-07
"2017-06-05T12:55:00Z","B4.3",4.32414e-07
"2017-06-05T14:26:00Z","B1.3",1.36649e-07
"2017-06-05T14:37:00Z","B1.9",1.99141e-07
"2017-06-05T16:10:00Z","B7.9",7.96053e-07
"2017-06-05T18:44:00Z","B3.9",3.95038e-07
"2017-06-05T19:22:00Z","C1.3",1.30362e-06
"2017-06-05T19:54:00Z","B4.1",4.16321e-07
"2017-06-06T01:06:00Z","B1.8",1.89978e-07
"2017-06-06T03:15:00Z","B1.2",1.28130e-07
"2017-06-06T05:14:00Z","B1.3",1.30151e-07
"2017-06-06T06:55:00Z","B1.2",1.25219e-07
"2017-06-06T08:01:00Z","B2.0",2.00516e-07
"2017-06-06T08:22:00Z","B1.8",1.89978e-07
"2017-06-06T09:31:00Z","B1.9",1.94131e-07
"2017-06-06T11:15:00Z","B1.3",1.34693e-07
"2017-06-06T11:24:00Z","B2.2",2.22423e-07
"2017-06-06T11:58:00Z","B2.2",2.25148e-07
"2017-06-06T12:37:00Z","B2.2",2.20965e-07
"2017-06-06T13:08:00Z","B1.9",1.98544e-07
"2017-06-06T13:21:00Z","B1.6",1.62504e-07
"2017-06-06T14:50:00Z","B1.6",1.68565e-07
"2017-06-06T15:14:00Z","B5.5",5.58420e-07
"2017-06-06T15:46:00Z","B5.5",5.56551e-07
"2017-06-06T15:57:00Z","B6.1",6.11758e-07
"2017-06-06T17:46:00Z","B1.9",1.90757e-07
"2017-06-06T19:44:00Z","B1.2",1.21356e-07
"2017-06-06T20:47:00Z","B8.1",8.11747e-07
"2017-06-07T02:50:00Z","C1.2",1.28309e-06
"2017-06-07T03:33:00Z","C1.9",1.95798e-06
"2017-06-07T08:47:00Z","B3.0",3.05991e-07
"2017-06-07T10:22:00Z","C1.7",1.75354e-06
"2017-06-07T12:18:00Z","B1.9",1.93612e-07
"2017-06-07T12:25:00Z","B1.8",1.88468e-07
"2017-06-07T13:13:00Z","B3.4",3.41940e-07
"2017-06-07T16:31:00Z","B2.9",2.99373e-07
"2017-06-07T16:58:00Z","B6.0",6.02535e-07
"2017-06-08T03:50:00Z","B3.8",3.81513e-07
"2017-06-09T12:53:00Z","B5.5",5.53978e-07
"2017-06-09T15:21:00Z","B1.2",1.27136e-07
"2017-06-10T10:23:00Z","B2.0",2.08357e-07
"2017-06-11T01:44:00Z","B1.8",1.82122e-07
"2017-06-12T10:16:00Z","B1.1",1.12635e-07
"2017-06-13T19:00:00Z","B2.0",2.07388e-07
"2017-06-13T19:40:00Z","B5.1",5.13406e-07
"2017-06-14T15:31:00Z","B1.3",1.38447e-07
"2017-06-14T19:05:00Z","B2.6",2.62134e-07
"2017-06-15T05:18:00Z","B2.0",2.04363e-07
"2017-06-15T06:29:00Z","B1.6",1.65429e-07
"2017-06-15T07:33:00Z","B2.2",2.29280e-07
"2017-06-15T13:10:00Z","B1.5",1.55955e-07
"2017-06-15T13:48:00Z","B1.6",1.62643e-07
"2017-06-15T17:00:00Z","B3.7",3.75662e-07
"2017-06-17T02:57:00Z","B1.6",1.66156e-07
"2017-06-18T09:21:00Z","B3.2",3.29646e-07
"2017-06-18T12:40:00Z","B1.5",1.59766e-07
"2017-06-18T13:14:00Z","B1.2",1.27062e-07
"2017-06-18T13:44:00Z","B3.7",3.76496e-07
"2017-06-18T21:40:00Z","B2.6",2.69459e-07
"2017-06-19T04:29:00Z","B3.9",3.96452e-07
"2017-06-19T16:05:00Z","B6.8",6.89102e-07
"2017-06-20T05:40:00Z","B1.6",1.60263e-07
"2017-06-20T06:04:00Z","B1.5",1.59575e-07
"2017-06-20T06:24:00Z","B3.0",3.05057e-07
"2017-06-20T06:39:00Z","B2.8",2.81048e-07
"2017-06-20T06:49:00Z","B2.9",2.92598e-07
"2017-06-20T07:04:00Z","B2.9",2.95376e-07
"2017-06-20T09:24:00Z","B3.1",3.14271e-07
"2017-06-21T16:52:00Z","B1.1",1.17497e-07
"2017-06-21T19:36:00Z","B1.1",1.13733e-07
"2017-06-21T23:16:00Z","B1.2",1.27879e-07
"2017-06-22T00:49:00Z","B1.8",1.81789e-07
"2017-06-26T07:28:00Z","B1.5",1.51857e-07
"2017-06-27T07:35:00Z","B1.3",1.31984e-07
"2017-06-27T19:49:00Z","B1.3",1.33611e-07
"2017-06-27T20:53:00Z","B1.3",1.32356e-07
"2017-06-27T21:15:00Z","B3.4",3.41576e-07
